match_number,team1,team2,match_date,toss_winner,toss_decision,result,eliminator,winner,player_of_match,venue,city,team1_players,team2_players,match_type,gender,event_name
1072316,New Zealand,Australia,2018-02-03,Australia,field,Win,NA,Australia,B Stanlake,Sydney Cricket Ground,,"MJ Guptill, C Munro, KS Williamson, TC Bruce, LRPL Taylor, TA Blundell, C de Grandhomme, MJ Santner, TG Southee, IS Sodhi, TA Boult","DA Warner, DJM Short, CA Lynn, GJ Maxwell, AT Carey, MP Stoinis, AC Agar, AJ Tye, A Zampa, KW Richardson, B Stanlake",T20,male,Trans-Tasman Twenty20 Trophy
403385,Sri Lanka,New Zealand,2009-09-02,New Zealand,bat,Win,NA,New Zealand,DL Vettori,R Premadasa Stadium,Colombo,"TM Dilshan, ST Jayasuriya, DPMD Jayawardene, KC Sangakkara, RJMGM Rupasinghe, CK Kapugedera, AD Mathews, KMDN Kulasekara, HMCM Bandara, SL Malinga, BAW Mendis","BB McCullum, JD Ryder, MJ Guptill, LRPL Taylor, JDP Oram, NT Broom, PD McGlashan, KD Mills, DL Vettori, IG Butler, SE Bond",T20,male,New Zealand in Sri Lanka T20I Series
1299593,Oman,Nepal,2022-02-11,Nepal,field,Win,NA,Nepal,DS Airee,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,"KH Prajapati, Jatinder Singh, Shoaib Khan, Ayan Khan, Zeeshan Maqsood, Mohammad Nadeem, Naseem Khushi, Khurram Nawaz, Bilal Khan, Khawar Ali, Kaleemullah","PS Airee, Aasif Sheikh, G Malla, DS Airee, Aarif Sheikh, S Vesawkar, A Bohara, B Yadav, S Dhakal, KS Airee, S Lamichhane",T20,male,Oman Quadrangular T20I Series
565810,India,England,2012-12-20,India,field,Win,NA,India,Yuvraj Singh,Subrata Roy Sahara Stadium,Pune,"G Gambhir, AM Rahane, V Kohli, Yuvraj Singh, SK Raina, MS Dhoni, RA Jadeja, R Ashwin, PP Chawla, AB Dinda, P Awana","MJ Lumb, AD Hales, LJ Wright, EJG Morgan, SR Patel, JC Buttler, TT Bresnan, JC Tredwell, SC Meaker, DR Briggs, JW Dernbach",T20,male,England in India T20I Series
1019983,New Zealand,Bangladesh,2017-01-08,Bangladesh,field,Win,NA,New Zealand,CJ Anderson,Bay Oval,Mount Maunganui,"KS Williamson, JDS Neesham, C Munro, TC Bruce, CJ Anderson, C de Grandhomme, TA Blundell, MJ Santner, BM Wheeler, TA Boult, IS Sodhi","Tamim Iqbal, Soumya Sarkar, Sabbir Rahman, Shakib Al Hasan, Mahmudullah, Mosaddek Hossain, Nurul Hasan, Rubel Hossain, Imrul Kayes, Mashrafe Mortaza, Taskin Ahmed",T20,male,Bangladesh in New Zealand T20I Series
571150,Australia,Pakistan,2012-09-10,Pakistan,field,Win,NA,Australia,DA Warner,Dubai International Cricket Stadium,,"DA Warner, SR Watson, GJ Maxwell, MEK Hussey, GJ Bailey, CL White, DT Christian, MS Wade, PJ Cummins, GB Hogg, MA Starc","Mohammad Hafeez, Imran Nazir, Nasir Jamshed, Shoaib Malik, Kamran Akmal, Umar Akmal, Abdul Razzaq, Yasir Arafat, Umar Gul, Saeed Ajmal, Raza Hasan",T20,male,Pakistan v Australia T20I Series
533289,Sri Lanka,West Indies,2012-09-29,West Indies,bat,Win,NA,Sri Lanka,DPMD Jayawardene,Pallekele International Cricket Stadium,,"DPMD Jayawardene, TM Dilshan, KC Sangakkara, AD Mathews, BMAJ Mendis, HDRL Thirimanne, NLTC Perera, KMDN Kulasekara, SL Malinga, HMRKB Herath, BAW Mendis","J Charles, CH Gayle, MN Samuels, DJ Bravo, KA Pollard, AD Russell, DJG Sammy, D Ramdin, SP Narine, R Rampaul, FH Edwards",T20,male,ICC World Twenty20
1491737,South Africa,New Zealand,2026-03-20,New Zealand,field,Win,NA,New Zealand,LH Ferguson,"Eden Park, Auckland",Auckland,"T de Zorzi, PWA Mulder, C Esterhuizen, JF Smith, RA Herman, D Forrester, GF Linde, G Coetzee, KA Maharaj, N Mokoena, L Sipamla","DP Conway, TWM Latham, TB Robinson, NF Kelly, BJ Jacobs, MJ Santner, JDS Neesham, CE McConchie, KA Jamieson, BV Sears, LH Ferguson",T20,male,South Africa tour of New Zealand
1237123,South Africa,England,2020-11-29,England,field,Win,NA,England,DJ Malan,Boland Park,Paarl,"T Bavuma, Q de Kock, RR Hendricks, F du Plessis, HE van der Dussen, H Klaasen, GF Linde, K Rabada, A Nortje, L Ngidi, T Shamsi","JJ Roy, JC Buttler, DJ Malan, JM Bairstow, BA Stokes, EJG Morgan, SM Curran, CJ Jordan, TK Curran, JC Archer, AU Rashid",T20,male,England tour of South Africa
540174,West Indies,Australia,2012-03-30,West Indies,bat,Win,NA,West Indies,DR Smith,"Kensington Oval, Bridgetown",Barbados,"DR Smith, J Charles, KA Pollard, DJ Bravo, DJG Sammy, DP Hyatt, MN Samuels, CS Baugh, SP Narine, GE Mathurin, FH Edwards","DA Warner, SR Watson, GJ Bailey, MEK Hussey, DJ Hussey, MS Wade, DT Christian, B Lee, CJ McKay, JL Pattinson, XJ Doherty",T20,male,Australia in West Indies T20I Series
356003,Ireland,New Zealand,2009-06-11,Ireland,field,Win,NA,New Zealand,AJ Redmond,Trent Bridge,Nottingham,"WTS Porterfield, GC Wilson, NJ O'Brien, AC Botha, KJ O'Brien, JF Mooney, AR Cusack, DT Johnston, WK McCallan, RM West, PC Connell","BB McCullum, AJ Redmond, MJ Guptill, SB Styris, JDP Oram, PD McGlashan, JEC Franklin, NT Broom, NL McCullum, IG Butler, KD Mills",T20,male,ICC World Twenty20
1157761,West Indies,India,2018-11-11,West Indies,bat,Win,NA,India,S Dhawan,"MA Chidambaram Stadium, Chepauk",Chennai,"SD Hope, SO Hetmyer, DM Bravo, D Ramdin, N Pooran, KA Pollard, CR Brathwaite, FA Allen, KMA Paul, K Pierre, O Thomas","S Dhawan, RG Sharma, KL Rahul, RR Pant, MK Pandey, KD Karthik, KH Pandya, YS Chahal, B Kumar, Washington Sundar, KK Ahmed",T20,male,West Indies tour of India
534235,England,South Africa,2012-09-12,South Africa,field,Win,NA,England,JC Buttler,Edgbaston,Birmingham,"C Kieswetter, MJ Lumb, LJ Wright, EJG Morgan, JC Buttler, JM Bairstow, TT Bresnan, GP Swann, SCJ Broad, DR Briggs, JW Dernbach","RE Levi, HM Amla, F du Plessis, AB de Villiers, JA Morkel, JL Ontong, JH Kallis, J Botha, RJ Peterson, WD Parnell, M Morkel",T20,male,South Africa in England T20I Series
1512728,Namibia,Netherlands,2026-02-10,Netherlands,field,Win,NA,Netherlands,BFW de Leede,"Arun Jaitley Stadium, Delhi",Delhi,"L Steenkamp, JN Frylinck, JN Loftie-Eaton, MG Erasmus, JJ Smit, ZE Green, R Trumpelmann, DO Leicher, WP Myburgh, BM Scholtz, M Heingo","M Levitt, MP O'Dowd, BFW de Leede, CN Ackermann, SA Edwards, ZB Lion-Cachet, LV van Beek, A Dutt, RE van der Merwe, T van der Gugten, FJ Klaassen",T20,male,ICC Men's T20 World Cup
951325,Ireland,Netherlands,2016-03-13,Ireland,field,Win,NA,Netherlands,PA van Meekeren,Himachal Pradesh Cricket Association Stadium,Dharamsala,"WTS Porterfield, PR Stirling, KJ O'Brien, GC Wilson, NJ O'Brien, AD Poynter, MC Sorensen, GH Dockrell, AR McBrine, TJ Murtagh, WB Rankin","SJ Myburgh, TLW Cooper, RE van der Merwe, W Barresi, PW Borren, Mudassar Bukhari, BN Cooper, PM Seelaar, Ahsan Malik, T van der Gugten, PA van Meekeren",T20,male,World T20
1183528,Australia,Pakistan,2019-11-05,Pakistan,bat,Win,NA,Australia,SPD Smith,Manuka Oval,Canberra,"DA Warner, AJ Finch, SPD Smith, BR McDermott, AJ Turner, AT Carey, AC Agar, PJ Cummins, MA Starc, KW Richardson, A Zampa","Babar Azam, Fakhar Zaman, Haris Sohail, Mohammad Rizwan, Asif Ali, Iftikhar Ahmed, Imad Wasim, Wahab Riaz, Shadab Khan, Mohammad Amir, Mohammad Irfan",T20,male,Pakistan tour of Australia
1502051,Pakistan,Zimbabwe,2025-11-23,Pakistan,bat,Win,NA,Pakistan,Usman Tariq,Rawalpindi Cricket Stadium,Rawalpindi,"Sahibzada Farhan, Saim Ayub, Babar Azam, Faheem Ashraf, Mohammad Nawaz, Agha Salman, Fakhar Zaman, Usman Khan, Mohammad Wasim, Usman Tariq, Naseem Shah","BJ Bennett, T Marumani, BRM Taylor, Sikandar Raza, RP Burl, T Munyonga, T Musekiwa, WP Masakadza, B Evans, TT Maposa, R Ngarava",T20,male,Pakistan T20I Tri-Series
1273729,West Indies,South Africa,2021-10-26,South Africa,field,Win,NA,South Africa,A Nortje,Dubai International Cricket Stadium,Dubai,"LMP Simmons, E Lewis, N Pooran, CH Gayle, KA Pollard, AD Russell, SO Hetmyer, DJ Bravo, HR Walsh, AJ Hosein, R Rampaul","T Bavuma, RR Hendricks, HE van der Dussen, AK Markram, DA Miller, H Klaasen, D Pretorius, K Rabada, KA Maharaj, A Nortje, T Shamsi",T20,male,ICC Men's T20 World Cup
668959,Bangladesh,New Zealand,2013-11-06,New Zealand,bat,Win,NA,New Zealand,C Munro,Shere Bangla National Stadium,Mirpur,"Shamsur Rahman, Ziaur Rahman, Mominul Haque, Mushfiqur Rahim, Naeem Islam, Nasir Hossain, Mahmudullah, Sohag Gazi, Mashrafe Mortaza, Abdur Razzak, Al-Amin Hossain","AP Devcich, HD Rutherford, LRPL Taylor, C Munro, CJ Anderson, L Ronchi, NL McCullum, TWM Latham, KD Mills, TG Southee, MJ McClenaghan",T20,male,
1472524,West Indies,Australia,2025-07-28,Australia,field,Win,NA,Australia,BJ Dwarshuis,"Warner Park, Basseterre, St Kitts",Basseterre,"BA King, SD Hope, KU Carty, SE Rutherford, SO Hetmyer, JO Holder, R Shepherd, MW Forde, AS Joseph, AJ Hosein, J Blades","MR Marsh, GJ Maxwell, JP Inglis, C Green, TH David, MJ Owen, AM Hardie, BJ Dwarshuis, SA Abbott, NT Ellis, A Zampa",T20,male,Australia tour of West Indies
1233971,New Zealand,Australia,2021-02-22,Australia,field,Win,NA,New Zealand,DP Conway,Hagley Oval,Christchurch,"MJ Guptill, TL Seifert, KS Williamson, DP Conway, GD Phillips, JDS Neesham, MJ Santner, KA Jamieson, TG Southee, IS Sodhi, TA Boult","MS Wade, AJ Finch, JR Philippe, MR Marsh, GJ Maxwell, MP Stoinis, AC Agar, DR Sams, JA Richardson, KW Richardson, A Zampa",T20,male,Australia tour of New Zealand
287853,South Africa,West Indies,2007-09-11,South Africa,field,Win,NA,South Africa,CH Gayle,New Wanderers Stadium,Johannesburg,"GC Smith, HH Gibbs, AB de Villiers, JM Kemp, MV Boucher, SM Pollock, JA Morkel, JJ van der Wath, VD Philander, M Ntini, M Morkel","CH Gayle, DS Smith, MN Samuels, S Chanderpaul, DR Smith, RR Sarwan, D Ramdin, DJ Bravo, DBL Powell, R Rampaul, FH Edwards",T20,male,ICC World Twenty20
1415726,West Indies,New Zealand,2024-06-12,New Zealand,field,Win,NA,West Indies,SE Rutherford,"Brian Lara Stadium, Tarouba, Trinidad",Tarouba,"BA King, J Charles, N Pooran, RL Chase, R Powell, SE Rutherford, AJ Hosein, AD Russell, R Shepherd, AS Joseph, G Motie","DP Conway, FH Allen, R Ravindra, KS Williamson, DJ Mitchell, GD Phillips, JDS Neesham, MJ Santner, TG Southee, TA Boult, LH Ferguson",T20,male,ICC Men's T20 World Cup
951333,Bangladesh,Pakistan,2016-03-16,Pakistan,bat,Win,NA,Pakistan,Shahid Afridi,Eden Gardens,Kolkata,"Tamim Iqbal, Soumya Sarkar, Sabbir Rahman, Shakib Al Hasan, Mahmudullah, Mushfiqur Rahim, Mohammad Mithun, Mashrafe Mortaza, Al-Amin Hossain, Arafat Sunny, Taskin Ahmed","Sharjeel Khan, Ahmed Shehzad, Mohammad Hafeez, Shahid Afridi, Umar Akmal, Shoaib Malik, Imad Wasim, Sarfraz Ahmed, Wahab Riaz, Mohammad Amir, Mohammad Irfan",T20,male,World T20
1201683,Nepal,Zimbabwe,2019-10-01,Nepal,field,Win,NA,Zimbabwe,SC Williams,Indian Association Ground,Singapore,"P Khadka, P Sarraf, DS Airee, Aarif Sheikh, B Bhandari, Kushal Malla, Sompal Kami, Karan KC, S Lamichhane, S Bhari, A Bohara","BB Chari, RW Chakabva, PJ Moor, SC Williams, CT Mutombodzi, RP Burl, R Mutumbami, T Munyonga, WT Mashinge, D Jakiel, TL Chatara",T20,male,Singapore Twenty20 Tri-Series
1426553,Australia,Pakistan,2024-11-16,Australia,bat,Win,NA,Australia,SH Johnson,Sydney Cricket Ground,Sydney,"MW Short, J Fraser-McGurk, JP Inglis, GJ Maxwell, MP Stoinis, TH David, AM Hardie, XC Bartlett, NT Ellis, SH Johnson, A Zampa","Mohammad Rizwan, Babar Azam, Sahibzada Farhan, Usman Khan, Agha Salman, Irfan Khan, Abbas Afridi, Shaheen Shah Afridi, Naseem Shah, Sufiyan Muqeem, Haris Rauf",T20,male,Pakistan tour of Australia
1243389,England,India,2021-03-14,India,field,Win,NA,India,Ishan Kishan,Narendra Modi Stadium,Ahmedabad,"JJ Roy, JC Buttler, DJ Malan, JM Bairstow, EJG Morgan, BA Stokes, SM Curran, CJ Jordan, TK Curran, JC Archer, AU Rashid","KL Rahul, Ishan Kishan, V Kohli, RR Pant, SS Iyer, SA Yadav, HH Pandya, SN Thakur, Washington Sundar, B Kumar, YS Chahal",T20,male,England tour of India
1115800,New Zealand,West Indies,2018-01-03,New Zealand,bat,Win,NA,New Zealand,C Munro,Bay Oval,Mount Maunganui,"MJ Guptill, C Munro, TC Bruce, AK Kitchen, KS Williamson, GD Phillips, MJ Santner, DAJ Bracewell, TG Southee, IS Sodhi, TA Boult","CAK Walton, CH Gayle, ADS Fletcher, R Powell, SO Hetmyer, CR Brathwaite, AR Nurse, RR Emrit, JE Taylor, S Badree, SD Hope",T20,male,West Indies tour of New Zealand
1198237,England,Australia,2020-09-08,Australia,field,Win,NA,Australia,MR Marsh,The Rose Bowl,Southampton,"T Banton, JM Bairstow, DJ Malan, SW Billings, MM Ali, JL Denly, CJ Jordan, TK Curran, AU Rashid, JC Archer, MA Wood","MS Wade, AJ Finch, MP Stoinis, GJ Maxwell, SPD Smith, MR Marsh, AC Agar, MA Starc, KW Richardson, JR Hazlewood, A Zampa",T20,male,Australia tour of England
1385698,Australia,England,2024-09-13,England,field,Win,NA,England,LS Livingstone,"Sophia Gardens, Cardiff",Cardiff,"MW Short, TM Head, J Fraser-McGurk, JP Inglis, MP Stoinis, TH David, C Green, AM Hardie, C Connolly, SA Abbott, A Zampa","PD Salt, WG Jacks, JM Cox, LS Livingstone, JG Bethell, SM Curran, J Overton, BA Carse, AU Rashid, S Mahmood, RJW Topley",T20,male,Australia tour of England
474476,England,India,2011-08-31,India,bat,Win,NA,England,JW Dernbach,Old Trafford,Manchester,"AD Hales, C Kieswetter, KP Pietersen, EJG Morgan, RS Bopara, SR Patel, JC Buttler, TT Bresnan, SCJ Broad, GP Swann, JW Dernbach","PA Patel, AM Rahane, R Dravid, V Kohli, RG Sharma, SK Raina, MS Dhoni, R Ashwin, P Kumar, R Vinay Kumar, MM Patel",T20,male,
1405321,Oman,Nepal,2023-11-02,Nepal,field,Win,NA,Oman,Shakeel Ahmed,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,"KH Prajapati, PS Athavale, Aqib Ilyas, Zeeshan Maqsood, Shoaib Khan, Ayan Khan, Mehran Khan, Naseem Khushi, Shakeel Ahmed, Kaleemullah, Bilal Khan","K Bhurtel, Aasif Sheikh, Sompal Kami, Kushal Malla, RK Paudel, S Jora, Gulsan Jha, B Yadav, S Lamichhane, Karan KC, A Bohara",T20,male,ICC Men's T20 World Cup Asia Qualifier Final
1263154,West Indies,South Africa,2021-07-01,South Africa,field,Win,NA,West Indies,KA Pollard,"National Cricket Stadium, St George's, Grenada",St George's,"LMP Simmons, E Lewis, CH Gayle, SO Hetmyer, N Pooran, KA Pollard, AD Russell, FA Allen, DJ Bravo, OC McCoy, FH Edwards","Q de Kock, RR Hendricks, T Bavuma, AK Markram, HE van der Dussen, DA Miller, GF Linde, K Rabada, T Shamsi, L Ngidi, A Nortje",T20,male,South Africa tour of West Indies
1512769,Zimbabwe,South Africa,2026-03-01,Zimbabwe,bat,Win,NA,South Africa,Sikandar Raza,"Arun Jaitley Stadium, Delhi",Delhi,"T Marumani, BJ Bennett, D Myers, Sikandar Raza, RP Burl, T Munyonga, C Madande, B Evans, WP Masakadza, AG Cremer, B Muzarabani","AK Markram, Q de Kock, RD Rickelton, D Brevis, DA Miller, T Stubbs, GF Linde, C Bosch, A Nortje, KT Maphaka, L Ngidi",T20,male,ICC Men's T20 World Cup
1133820,Sri Lanka,India,2018-03-12,India,field,Win,NA,India,SN Thakur,"R.Premadasa Stadium, Khettarama",Colombo,"MD Gunathilaka, BKG Mendis, MDKJ Perera, WU Tharanga, NLTC Perera, BMAJ Mendis, MD Shanaka, A Dananjaya, RAS Lakmal, PVD Chameera, N Pradeep","RG Sharma, S Dhawan, KL Rahul, SK Raina, MK Pandey, KD Karthik, V Shankar, Washington Sundar, SN Thakur, JD Unadkat, YS Chahal",T20,male,Nidahas Trophy
351695,Australia,South Africa,2009-01-13,South Africa,bat,Win,NA,Australia,MEK Hussey,"Brisbane Cricket Ground, Woolloongabba",Brisbane,"SE Marsh, DA Warner, RT Ponting, MEK Hussey, DJ Hussey, CL White, JR Hopes, L Ronchi, BW Hilfenhaus, NW Bracken, SW Tait","HM Amla, HH Gibbs, JP Duminy, VB van Jaarsveld, MV Boucher, JA Morkel, ND McKenzie, J Botha, DW Steyn, WD Parnell, M Morkel",T20,male,South Africa in Australia T20I Series
567354,South Africa,New Zealand,2012-12-23,New Zealand,field,Win,NA,New Zealand,MJ Guptill,Buffalo Park,East London,"RE Levi, H Davids, F du Plessis, DA Miller, F Behardien, RJ Peterson, Q de Kock, R McLaren, M Morkel, RK Kleinveldt, AM Phangiso","MJ Guptill, RJ Nicol, BB McCullum, C Munro, JEC Franklin, CJ Anderson, NL McCullum, JDS Neesham, DAJ Bracewell, RM Hira, MJ McClenaghan",T20,male,New Zealand in South Africa T20I Series
1168521,Ireland,Zimbabwe,2019-07-12,Ireland,field,Win,NA,Ireland,,"Bready Cricket Club, Magheramason",Bready,"PR Stirling, KJ O'Brien, A Balbirnie, GC Wilson, MR Adair, GJ Delany, SC Getkate, TE Kane, GJ Thompson, L Tucker, CA Young","BRM Taylor, H Masakadza, CR Ervine, SC Williams, Sikandar Raza, RP Burl, PJ Moor, R Mutumbami, KM Jarvis, CB Mpofu, TL Chatara",T20,male,Zimbabwe tour of Netherlands and Ireland
1267681,Zimbabwe,Bangladesh,2021-07-23,Zimbabwe,bat,Win,NA,Zimbabwe,W Madhevere,Harare Sports Club,Harare,"T Marumani, W Madhevere, RW Chakabva, D Myers, Sikandar Raza, RP Burl, LM Jongwe, M Shumba, WP Masakadza, TL Chatara, B Muzarabani","Mohammad Naim, Soumya Sarkar, Mahedi Hasan, Shakib Al Hasan, Mahmudullah, Afif Hossain, Nurul Hasan, Shamim Hossain, Mohammad Saifuddin, Taskin Ahmed, Shoriful Islam",T20,male,Bangladesh tour of Zimbabwe
356015,Pakistan,South Africa,2009-06-18,Pakistan,bat,Win,NA,Pakistan,Shahid Afridi,Trent Bridge,Nottingham,"Kamran Akmal, Shahzaib Hasan, Shahid Afridi, Shoaib Malik, Younis Khan, Abdul Razzaq, Misbah-ul-Haq, Fawad Alam, Umar Gul, Saeed Ajmal, Mohammad Amir","JH Kallis, GC Smith, HH Gibbs, AB de Villiers, JP Duminy, JA Morkel, MV Boucher, RE van der Merwe, WD Parnell, J Botha, DW Steyn",T20,male,ICC World Twenty20
649101,Pakistan,South Africa,2013-11-13,Pakistan,bat,Win,NA,South Africa,DW Steyn,Dubai International Cricket Stadium,,"Ahmed Shehzad, Sohaib Maqsood, Shahid Afridi, Mohammad Hafeez, Shoaib Malik, Umar Akmal, Abdul Razzaq, Sohail Tanvir, Abdur Rehman, Saeed Ajmal, Mohammad Irfan","HM Amla, Q de Kock, F du Plessis, JP Duminy, AB de Villiers, DA Miller, R McLaren, WD Parnell, DW Steyn, LL Tsotsobe, Imran Tahir",T20,male,Pakistan v South Africa T20I Series
1187678,New Zealand,India,2020-01-26,New Zealand,bat,Win,NA,India,KL Rahul,Eden Park,Auckland,"MJ Guptill, C Munro, KS Williamson, C de Grandhomme, LRPL Taylor, TL Seifert, MJ Santner, TG Southee, IS Sodhi, BM Tickner, HK Bennett","RG Sharma, KL Rahul, V Kohli, SS Iyer, S Dube, MK Pandey, RA Jadeja, SN Thakur, YS Chahal, Mohammed Shami, JJ Bumrah",T20,male,India tour of New Zealand
355992,New Zealand,Scotland,2009-06-06,New Zealand,field,Win,NA,New Zealand,IG Butler,Kennington Oval,London,"BB McCullum, JD Ryder, LRPL Taylor, JDP Oram, SB Styris, MJ Guptill, PD McGlashan, JEC Franklin, NL McCullum, IG Butler, IE O'Brien","RR Watson, NS Poonia, KJ Coetzer, JH Stander, CJO Smith, GM Hamilton, DF Watts, NFI McCallum, CM Wright, GD Drummond, CS MacLeod",T20,male,ICC World Twenty20
1298167,England,New Zealand,2022-11-01,England,bat,Win,NA,England,JC Buttler,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,"JC Buttler, AD Hales, MM Ali, LS Livingstone, HC Brook, BA Stokes, SM Curran, DJ Malan, CR Woakes, MA Wood, AU Rashid","FH Allen, DP Conway, KS Williamson, GD Phillips, JDS Neesham, DJ Mitchell, MJ Santner, IS Sodhi, TG Southee, LH Ferguson, TA Boult",T20,male,ICC Men's T20 World Cup
562438,Sri Lanka,Pakistan,2012-06-03,Pakistan,bat,Win,NA,Pakistan,Shahid Afridi,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,"KC Sangakkara, TM Dilshan, KMDN Kulasekara, CK Kapugedera, LD Chandimal, HDRL Thirimanne, AD Mathews, NLTC Perera, KS Lokuarachchi, SMSM Senanayake, I Udana","Mohammad Hafeez, Ahmed Shehzad, Khalid Latif, Umar Akmal, Shoaib Malik, Shahid Afridi, Yasir Arafat, Sohail Tanvir, Shakeel Ansar, Saeed Ajmal, Mohammad Sami",T20,male,Pakistan in Sri Lanka T20I Series
1144989,South Africa,Australia,2018-11-17,Australia,field,Win,NA,South Africa,T Shamsi,Carrara Oval,,"Q de Kock, RR Hendricks, F du Plessis, H Klaasen, DA Miller, F Behardien, CH Morris, AL Phehlukwayo, K Rabada, L Ngidi, T Shamsi","AJ Finch, CA Lynn, DJM Short, GJ Maxwell, MP Stoinis, BR McDermott, AT Carey, NM Coulter-Nile, AJ Tye, JP Behrendorff, B Stanlake",T20,male,South Africa tour of Australia
1172507,Oman,Netherlands,2019-02-15,Netherlands,field,Win,NA,Netherlands,RE van der Merwe,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,"Khawar Ali, Jatinder Singh, Aamir Kaleem, Khurram Nawaz, Naseem Khushi, Sandeep Goud, AV Lalcheta, Mohammad Nadeem, Fayyaz Butt, Bilal Khan, Jay Odedra","SJ Myburgh, TP Visee, BN Cooper, RN ten Doeschate, PA van Meekeren, Sikander Zulfiqar, PM Seelaar, S Snater, SA Edwards, FJ Klaassen, RE van der Merwe",T20,male,Oman Quadrangular T20I Series
1273713,Scotland,Bangladesh,2021-10-17,Bangladesh,field,Win,NA,Scotland,CN Greaves,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,"HG Munsey, KJ Coetzer, MH Cross, RD Berrington, CS MacLeod, MA Leask, CN Greaves, MRJ Watt, JH Davey, SM Sharif, BTJ Wheal","Liton Das, Soumya Sarkar, Shakib Al Hasan, Mushfiqur Rahim, Mahmudullah, Afif Hossain, Nurul Hasan, Mahedi Hasan, Mohammad Saifuddin, Taskin Ahmed, Mustafizur Rahman",T20,male,ICC Men's T20 World Cup
1142918,Zimbabwe,Australia,2018-07-06,Zimbabwe,bat,Win,NA,Australia,AJ Tye,Harare Sports Club,,"C Zhuwao, SF Mire, H Masakadza, TK Musakanda, PJ Moor, E Chigumbura, MN Waller, DT Tiripano, B Mavuta, WP Masakadza, B Muzarabani","AJ Finch, AT Carey, TM Head, GJ Maxwell, NJ Maddinson, MP Stoinis, AC Agar, JD Wildermuth, AJ Tye, JA Richardson, B Stanlake",T20,male,Zimbabwe Twenty20 Tri-Series
1512745,India,Pakistan,2026-02-15,Pakistan,field,Win,NA,India,Ishan Kishan,"R Premadasa Stadium, Colombo",Colombo,"Ishan Kishan, Abhishek Sharma, Tilak Varma, SA Yadav, HH Pandya, S Dube, RK Singh, AR Patel, Kuldeep Yadav, CV Varun, JJ Bumrah","Sahibzada Farhan, Saim Ayub, Agha Salman, Babar Azam, Usman Khan, Shadab Khan, Mohammad Nawaz, Faheem Ashraf, Shaheen Shah Afridi, Abrar Ahmed, Usman Tariq",T20,male,ICC Men's T20 World Cup
300435,New Zealand,England,2008-02-05,New Zealand,field,Win,NA,England,AD Mascarenhas,Eden Park,Auckland,"JD Ryder, BB McCullum, LRPL Taylor, JM How, SB Styris, PG Fulton, JDP Oram, KD Mills, TG Southee, JS Patel, CS Martin","P Mustard, LJ Wright, KP Pietersen, IR Bell, PD Collingwood, OA Shah, AD Mascarenhas, GP Swann, SCJ Broad, RJ Sidebottom, JM Anderson",T20,male,England in New Zealand T20I Series
1256723,England,West Indies,2022-01-29,West Indies,field,Win,NA,England,MM Ali,"Kensington Oval, Bridgetown, Barbados",Bridgetown,"JJ Roy, T Banton, JM Vince, MM Ali, LS Livingstone, SW Billings, PD Salt, CJ Jordan, AU Rashid, TS Mills, RJW Topley","BA King, KR Mayers, N Pooran, R Powell, JO Holder, KA Pollard, DM Bravo, R Shepherd, DC Drakes, AJ Hosein, SS Cottrell",T20,male,England tour of West Indies
